character_name,dialogue,polarity,frase
ice king,"  Hey, hey, Princess, check out my new trick! ,  It's snowing it's snowing for you!",-0.1984,Frase 4355
ice king,  So let me get this straight… You're hitting on me.,0.0,Frase 4356
ice king,"  I think I heard the word ""Virile"" in there. Oh, she is definitely hitting on me.",0.4019,Frase 4357
ice king,"  Be gone, you biddies!",0.0,Frase 4358
ice king,"  Oh, my gosh, she came to me this time.",0.0,Frase 4359
ice king,"  I'm coming forth! Hee hee, is that the voice of friendship I hear? ,  So, are you fellas ready for game night?",0.7229,Frase 4360
ice king,  What? Why?,0.0,Frase 4361
ice king,  I… yes?,0.4019,Frase 4362
ice king,  Yeah… right! Everyone knows that! ,0.0,Frase 4363
ice king,"  Oooh, of course, friend. Awoo-hehehehe! Oh, I've got the sillies! I couldn't possibly without giggling uncontrollably. I'm just so giddy about you being here! ,  I'm a banana! ,  Don't slip on me!",0.7896,Frase 4364
ice king,"["" Wait a sec, there's a bug on you, friend. Smack! ""]",0.5411,Frase 4365
ice king,"[' You know, I carved these game pieces from my own teeth.']",0.0,Frase 4366
ice king,  Huh? Crying?!,0.0,Frase 4367
ice king,  I was only saving you from poo poo palms!,0.0,Frase 4368
ice king,"  No! No, my…my bosom! What hath I done?! My friend! ,  My only friend.",0.6331,Frase 4369
ice king,  Why?! Why?! WHY?!!!,0.0,Frase 4370
ice king,"  WHY?!!!… Ah, well. Gunter! Dispose of Finn's carcass.",0.5053,Frase 4371
ice king,  Gunter! Who told you you could fly?!,0.0,Frase 4372
ice king,"  Huh? No one sucks the life from my penguins except me! ...And maybe polar bears, because that's just nature, Gunter. ,  You darest encroach upon my domain?! ,  You've raised my frosty dander! And for that, I shall— ,  AAAAAOOOOOHHH!! I've soiled my tunic... completely by choice! ",-0.7374,Frase 4373
ice king,  I just wanna be happy!,0.6114,Frase 4374
ice king,  I should go.,0.0,Frase 4375
ice king,  That's none of your business!,0.0,Frase 4376
ice king,"  Gentlemen, I'll see you later.",0.0,Frase 4377
ice king,  NO!,-0.3595,Frase 4378
ice king,  Is that all the ice ya have?,0.0,Frase 4379
ice king,"  Well, you should really have more.",0.2732,Frase 4380
ice king,  What if you had guests?,0.0,Frase 4381
ice king,"  Ok, ok, I'll tell you! I was watching you... to learn how to be happy.",0.8122,Frase 4382
ice king,"  It's true! I would like to be happy like you guys. But, I have no idea how.",0.8622,Frase 4383
ice king,"  Have pity on me. ,  I've been so sad and miserable, I cry all the time. But, whenever I see you two, you always look so happy.",-0.7914,Frase 4384
ice king,"  But, I guess my plan failed. All I observed was you two arguing over...how to get rid of me.",-0.743,Frase 4385
ice king,"  Hey, are you sleeping? ,  Is this it? Sleeping? Could it be that all I need is a good night's rest? ",0.594,Frase 4386
ice king,  Ahh... I'm... still not happy.,-0.4585,Frase 4387
ice king," Huh eh! What was that?! ,  Darling, are you alright? I thought I heard a— ,  Oh, I see what happened. She broke up with me! ,  Well, it's your mistake, missy! This Ice King is gonna be fine!",0.7208,Frase 4388
ice king," Why did she leave? I put so much cool stuff in her little prison! Come on, old boy, keep it together ,  Hey, maybe she called me! ,  Please, please, please! Doo-doo... doo, doo-doo, doo-doo. No new messages?! ,  Raaaaa!",0.6808,Frase 4389
ice king," This is where she use to do her business. Uh, I'm so tired of looking at this face. ,  Aa, hee hee, not bad! And now for some healthy exercise! Ha ha, I'm forgetting about that silly old breakup already! ",0.7639,Frase 4390
ice king," Alright, let's fly! ,  Oof! You fool, you can't fly without your beard. ,  I'm gonna be alone forever.",-0.5399,Frase 4391
ice king,  Beautiful princess.,0.5994,Frase 4392
ice king,"["" That's funny, usually my looks put people off.""]",0.4404,Frase 4393
ice king,[' Is someone paying you to do this?'],0.0,Frase 4394
ice king,"  Well, there's not much to tell, really. I'm an ice king.",0.2732,Frase 4395
ice king,"  Ha haha, no no, dear you misheard me. I'm not a nice king, I'm a— ,  A really nice king! And I'm single!",-0.165,Frase 4396
ice king,"  Ladies, I'll have time to meet you individually later, please just, just stop squirming.",0.0258,Frase 4397
ice king,  Prison? Don't be ridiculous! It's a... waiting room! Stop squirming.,-0.609,Frase 4398
ice king,  Finn and Jake! You'll never take me alive! ,-0.4153,Frase 4399
ice king,"[' Oh yeah, I keep forgetting that.']",0.296,Frase 4400
ice king,  Serve me?,0.0,Frase 4401
ice king,[' Sounds... nice...'],0.0,Frase 4402
ice king,"  With my rod of niceness, I dub thee two my Nice Knights. ",0.6597,Frase 4403
ice king,"["" Please! I'm trying to tell my Nice Knights something! ""]",0.6892,Frase 4404
ice king," Come here. ,  The main enemy to the Nice King right now is the disorganization of his love life.",0.5423,Frase 4405
ice king,  The ugly ones are all mixed up with the other ones! I need you to catalog them... or something.,-0.5562,Frase 4406
ice king,"  After I choose my bride, then you can go punch the monsters.",0.0,Frase 4407
ice king,"["" Hey, Nice Knights, Turtle Princess is about to walk out that door, I told her that I like her a lot, but I really don't like her all that much, could you guys break it off for me?""]",0.7096,Frase 4408
ice king,"  Yes, yes, keep walking in a circle. ",0.6597,Frase 4409
ice king,"  Princesses, I must speak with my knight in private. Go on back into your cage.",0.0,Frase 4410
ice king,"  What's up, knight?",0.0,Frase 4411
ice king,[' Your loyalty is in question?'],0.5423,Frase 4412
ice king,"["" Are you implying that I'm not the nice king!""]",-0.3867,Frase 4413
ice king,  ,0.0,Frase 4414
ice king,"  Ugh, Finn, get rid of her.",-0.4215,Frase 4415
ice king,"  She's too loud and lumpy, I like smooth princesses... smoo-o-o-oth. ",0.3612,Frase 4416
ice king,"  Gaah! Finn, just punch her! Let me see what she looks like... smoo-o-o-oth.",0.0,Frase 4417
ice king,"  Wait a minute Nice Knight, let's see what she can do. ",0.4215,Frase 4418
ice king,"  Meh, no, I-I don't like her.",-0.5588,Frase 4419
ice king,  Hey! You're on thin ice Nice Knight! ,0.5242,Frase 4420
ice king,[' The jig is up!'],0.0,Frase 4421
ice king,"  Ah, eh, heh heh, my jig is up. Up high! It's a highland jig. ,  And I have a new assignment for you, one with more knight related stuff, very important.",-0.1025,Frase 4422
ice king,"  The Ice King stole my razor, sneak into his trap-filled ice castle and retrieve it. ,  And don't look through the shoebox he keeps behind the laundry bag in the closet.",0.0,Frase 4423
ice king,  Those are my orders!,0.0,Frase 4424
ice king,"[' And once I have my razor, I can select my elite army of wives and take over the world!']",0.0,Frase 4425
ice king,"  Ugh, what do the princesses see in this face? Hope I can keep this going. So many princesses to meet. ,  Whiskers! ,  I can't be growing whiskers now! ,  Daaarrr, I haven't picked who I want to marry me!",-0.3645,Frase 4426
ice king,  Did you retrieve my stole razor?!,0.0,Frase 4427
ice king,  My beard! I-I-I mean what is that?!,0.0,Frase 4428
ice king,"["" Wait, I can't fly!""]",0.0,Frase 4429
ice king,"  N-no, wait!",0.0,Frase 4430
ice king,"  Ugh! ,  Oh, eh? ,  Ladies, ladies, heh heh, I can shave it off again, a-and when you get fat, I'll grow it back! Eh! ",-0.7074,Frase 4431
ice king," Gunter, let's go! I've got the overnight bag.",0.0,Frase 4432
ice king," Oh, great—a line. ,  Excuse me. Excuse me. Pardon me.",0.4404,Frase 4433
ice king," You know I was. ,  Counter maid, I demand medical attentions, ,  preferably those of a princessy type.",-0.128,Frase 4434
ice king, Hey! I'm as healthy as ten old men!,0.508,Frase 4435
ice king," Ah! Oh, oh, right! ,  My penguin—he's very, very sick. So... what time does your shift end?",-0.6657,Frase 4436
ice king," What's taking that doctor so long? Gunter, make more noise!",0.0,Frase 4437
ice king," Yeah, alright. Don't oversell it, drama queen.",0.5948,Frase 4438
ice king," Yes, well, uh... ,  Come to Ice King, Princess.",0.5859,Frase 4439
ice king," Just give it to me straight, doc. Am I gonna have to pay for this?",0.128,Frase 4440
ice king," What can you do for him, Doctor Princess? ,  Without Gunter, I'll be all alone. You see, I'm a widower.",-0.25,Frase 4441
ice king," Oh, what? Is that what that means? ",0.0,Frase 4442
ice king," Gunter, you're embarrassing me!",-0.4389,Frase 4443
ice king," Okay, m'dear, this enclosure will be your new home!",0.2942,Frase 4444
ice king," ...but once you get used to the smell of penguin manure, it's almost tolerable.",0.0,Frase 4445
ice king, Princess? What?,0.0,Frase 4446
ice king, What princess?,0.0,Frase 4447
ice king," Wrong-o. I was at the hospital, for it turns out Gunter here was preggers!",0.0,Frase 4448
ice king, I was just talking to the egg! It's such a cutie!,0.4738,Frase 4449
ice king," What? No! ,  Fuh. Anyway, get out of my house or I'll kill you, et cetera. I want to take a nap in my easy chair. ,  What happened to my recliner?!",-0.6852,Frase 4450
ice king, My skins and tubs!,0.0,Frase 4451
ice king, You even violated my secret sanctum?! What is wrong with you?!,-0.8148,Frase 4452
ice king, No! No princess!,-0.6103,Frase 4453
ice king," Yeah, what the heck?! You think you can just wreck my house and wear my collectibles?! ,  Hah! Who do you guys think you are?!",-0.528,Frase 4454
ice king, You're not ninjas! You're just a couple of jerks!,-0.3987,Frase 4455
ice king," Yeah, do it; make it right. And start by, uh... oh, take my bag over to the cage.",0.296,Frase 4456
ice king," Oh, no, no, no! Not that! Never mind! Put that down and go clean my gym equipment.",-0.5826,Frase 4457
ice king," Oh, heh... I have no idea how that got in there!",-0.3595,Frase 4458
ice king," Yes, Gunter's ailment was the perfect cover for stealing a princess, M.D.",0.4019,Frase 4459
ice king," Enough! You may have uncovered my princess-smuggling scheme, but you'll never leave this place alive!",0.6377,Frase 4460
ice king," Doot, doo, doooo! ,  Ninja!",0.0,Frase 4461
ice king, Gunter! Why didn't you tell me?,0.0,Frase 4462
ice king," Oh, Gunter...",0.0,Frase 4463
ice king,"  Hey hey hey! ,  So... I've been thinking about this a lot lately and, well, uh... phew, gosh, I'm so nervous... Finn, and Jake, will you give me your blessings so I can marry Princess Bubblegum?",0.7088,Frase 4464
ice king," What's wrong with me?! ,  No! ,  Not the latch!",-0.7332,Frase 4465
ice king,"  Oh, my! How clumsy of me!",0.0,Frase 4466
ice king,"  Hey, wait, you guys! I'm serious about Bubblegum! Look, I wrote her name all over my arms and legs! ",-0.2905,Frase 4467
ice king,"  Guys! It's not fair! She always hangs out with you, and it's not like you wanna marry her!",-0.6057,Frase 4468
ice king,"  Whoa! ,  I told you already. I want your blessings so I can marry Princess Bubblegum! ,  Come on, guys, give me permission to marry her! I'll... I'll do a little dance for you! ,  Hmm? You like this?",0.8329,Frase 4469
ice king,"["" Oh, come on! If you bless our wedding, then maybe she'll really love me.""]",0.8217,Frase 4470
ice king,  I will! When you bless our wedding!,0.5242,Frase 4471
ice king,"["" I tried to do this right, but you've driven me to this—driven me to bad doing.""]",-0.6956,Frase 4472
ice king,  Eh... stupid thing... come on... eh...,-0.5267,Frase 4473
ice king,"  I didn't want to do this, but by not blessing our wedding, Finn and Jake have forced me to kidnap you.",-0.8202,Frase 4474
ice king,  I know! But I'll show them... I'll show them how they've hurt us!,-0.6103,Frase 4475
ice king,  Ah!,0.0,Frase 4476
ice king,"  Oh, no. ,  Oh, gross. This water stinks.",-0.743,Frase 4477
ice king,  Look! Look what you've made me do to her!,0.0,Frase 4478
ice king,"  Hey, where're you guys goin'? What's goin' on?",0.0,Frase 4479
ice king," Man... I-I wanna go after them, but... that hole looks scary, doesn't it? ,  Well! Holes are holes! ",-0.6806,Frase 4480
ice king,[' Yep! Holes are holes! NYEH!! '],0.5216,Frase 4481
ice king,"  We did? Hey, yeah, we did it!! Oh, you guys! This experience has brought us all so much closer together! Princess, I'm sorry for all of this. I love you, and I've decided to set you free. ,  Go free!!",0.94,Frase 4482
ice king,"  Uh... Whoops, I've got the dropsies!",0.0,Frase 4483
ice king,"  No! Not my number one! Princess, if you die on me, I will never forgive you! I'll be lost—lost in my own emotional labyri—",-0.8132,Frase 4484
ice king,"["" Oh, my wife! Is there anything weird about her? I can't see through these pain tears!""]",-0.6792,Frase 4485
ice king,"  It's just that... after Princess fell into the well, I saw something strange happen. Something I still don't understand. ,  Ooh—AGH! Wait! Listen to me!!",0.3544,Frase 4486
ice king,"  ""Old man?"" Heh! What? I'm not old.",-0.3076,Frase 4487
ice king,"  Old? I'm... I see. It's all making sense now. Brrrrapapo! ,  I'm going, Princess. I'm sorry if my skin grossed you out. Nobody wants to see this old skin, I guess. ,  Nobody in the world.",-0.2481,Frase 4488
ice king,  Peace.,0.5423,Frase 4489
ice king,"[' Hey, Finn, are you dead or what?']",-0.6486,Frase 4490
ice king,  Hey. I had to keep an eye on the princess because she's being possessed by the Lich.,0.0,Frase 4491
ice king,"  But I do. I saw it with my wizard eyes! ,  In the well, I saw something come out of the Lich and go into the princess. But I wasn't sure it was real ,  because when you have stanky old wizard eyes, sometimes you see things that are real, and other times it's like crazy crazy crazy in your face all the time! ,  All the time... ,  Guys, let me help you. I don't want my future wife to be... physically unattractive.",-0.6776,Frase 4492
ice king,[' Are you suuuuure?'],0.0,Frase 4493
ice king,  Great! Weeee! ,0.6892,Frase 4494
ice king,[' Wah!'],0.0,Frase 4495
ice king,  Yeah! Whoopie!,0.4184,Frase 4496
ice king,"  Oh, yeah?",0.296,Frase 4497
ice king,"  Okay. I didn't kill 'er this time. Everybody saw that, right?",0.6846,Frase 4498
ice king,"  Aw, dang it! Well, I'm outta here. Goodbye, everyone. ",0.3382,Frase 4499
ice king,  Huh? Who could that be? ,0.0,Frase 4500
ice king,  What?! No one commands the Ice King to make no sandwich!,-0.6103,Frase 4501
ice king,[' Okay.'],0.0,Frase 4502
ice king,"  Good morning, Breakfast Princesses. ",0.4404,Frase 4503
ice king,  That's why I'm using honey.,0.0,Frase 4504
ice king,  What? You can't do that!,0.0,Frase 4505
ice king,  You're grounded for two weeks!,0.0,Frase 4506
ice king,  Why? I didn't do anything.,0.0,Frase 4507
ice king,"["" Fine. But I'm only gonna do it for a week.""]",0.2023,Frase 4508
ice king," Okay. ,  What's up with the peace sign?",0.6597,Frase 4509
ice king,"  This is so unfair! They're the ones who should be grounded. Not me! ,  I'm so mad! I could just hit them! If only I could hit them without leaving the castle. ,  H...I...T...M...A...N. ,  Ooh! ",-0.8827,Frase 4510
ice king,  Perfect. ,0.5719,Frase 4511
ice king," Dear Mr. Scorcher,",0.3818,Frase 4512
ice king," I would like you to hit two people. Neat name by the way. Love, the Ice King. ",0.8658,Frase 4513
ice king,"  Whoa, you are fast. ,  And quiet. ,  And very good at dramatic silence. I like it. ,  Alright, so, how do we do this? We shake hands or... ,  Oh-ho, paperwork! ,  Finn and Jake. ,  Whoosh! ,  A-ha, there he is. Huh? What's he doing? ,  What the—?! I hired a hitman, not a fireman! ",0.845,Frase 4514
ice king,"  You guys, I—",0.0,Frase 4515
ice king,"  Okay, okay. Goll. ",0.4215,Frase 4516
ice king,"  Sheesh, this Scorcher guy's got some weird ideas about hitting.",-0.1779,Frase 4517
ice king,"  Hey, there you are! What's that? I already signed that. ,  I thought I told you to hit them, not burn them alive! You big dummy! Goll! It's almost like you want to kill them! Lucky for them, I stopped the fire! ,  You know what happens when you're burned alive?! Your eyeballs explode! Bleh! ,  Hey wha—?",-0.8338,Frase 4518
ice king,  Ice wind! Blow! Blow! Blow!,0.0,Frase 4519
ice king,"  Finn and Jake, I am just a dream. I was never here...",0.25,Frase 4520
ice king,"  Okay, mister, you are really trying my patience. How clear can I be?! All I want you to do is hit them. On the shoulder or something. ,  Are you even listening? Oh, I get it. ,  Here's double the grease to not kill Finn and Jake. ,  You trying to hustle me, Scorcher? Okay, I'll play this game. How about this prized piece for your pad? ,  No! Okay, how about these bad boys? Night-vision x-ray goggles. For when you have a lady house-guest. ,  Oh, come on! ,  At least renegotiate the target! You can destroy my least favorite princesses. ,  What about Lumpy Space Princess? ,  Ghost Princess? ,  I can't even hold her with my love mitts. ,  Aw, geez! Uh... ,  Oh! A—A leg cramp! In my leg! Ow, ow, ow. ,  Oh, this is so embarrassing. I'll be right back! ,  Ow, ow, ow! ,  Huh. Think, baby, come on. Ah! ,  Alright, let's hit the hitman, right? There's gotta be a— ,  Ah! ",0.8368,Frase 4521
